"","X","upper","lower","pred","obs","type","variable"
"16648",2272,7.09957519624508,4.82110961820805,5.9603424,6.15,"Validation","pH"
"16654",2273,8.18707073623263,5.21638595169461,6.7017283,6.6,"Validation","pH"
"16661",2274,7.4171689074322,4.94027776310002,6.1787233,6.2,"Validation","pH"
"16666",2275,5.26118406346843,3.89422384211018,4.577704,4.8,"Validation","pH"
"16673",2276,6.75198165928772,4.64003475153992,5.696008,6,"Validation","pH"
"16679",2277,6.18531184179622,4.37679047601384,5.281051,5.8,"Validation","pH"
"16684",2278,5.65567260135463,4.12681622158238,4.8912444,5,"Validation","pH"
"16690",2279,6.33298807403522,4.44159478881879,5.3872914,5.3,"Validation","pH"
"16696",2280,6.61191351228418,4.58669107145605,5.5993023,5.58,"Validation","pH"
"16703",2281,5.42062668888339,4.00387663753262,4.7122517,4.9,"Validation","pH"
"16709",2282,4.74201308538443,3.61212528894418,4.177069,4.1,"Validation","pH"
"16715",2283,5.31217251522975,3.95667113558812,4.634422,4.5,"Validation","pH"
"16721",2284,5.25594118212409,3.87510797406487,4.5655246,4.6,"Validation","pH"
"16727",2285,6.86602401372618,4.69480133417421,5.7804127,6,"Validation","pH"
"16732",2286,7.28844964423339,4.9040256746753,6.0962377,6.3,"Validation","pH"
"16738",2287,6.65053101086554,4.60578612780633,5.6281586,5.4,"Validation","pH"
"16745",2288,6.51630386407057,4.53212276404222,5.5242133,5.5,"Validation","pH"
"16751",2289,5.63772382762567,4.13511476490363,4.8864193,4.9,"Validation","pH"
"16757",2290,6.0675009444112,4.31721127482708,5.192356,5.2,"Validation","pH"
"16763",2291,7.95191197795053,5.16665739613394,6.5592847,6.4,"Validation","pH"
"16769",2292,7.62635667692432,5.029011174333,6.327684,6.66,"Validation","pH"
"16774",2293,7.1582997517833,4.82638423869521,5.992342,6.6,"Validation","pH"
"16781",2294,6.75911487000951,4.65090214354029,5.7050085,5.8,"Validation","pH"
"16787",2295,5.93754197555424,4.26548574966549,5.101514,5.2,"Validation","pH"
"16793",2296,6.54681505518264,4.55949102086716,5.553153,5.6,"Validation","pH"
"16799",2297,9.71279223631306,5.96608750154095,7.83944,8.4,"Validation","pH"
"16805",2298,7.18084301301884,4.84747634580685,6.0141597,6.03,"Validation","pH"
"16810",2299,6.07876056076123,4.30917603134082,5.1939683,5.3,"Validation","pH"
"16816",2300,4.79648617426681,3.65090628941728,4.223696,4.2,"Validation","pH"
"16822",2301,7.19993827057274,4.83172657775489,6.0158324,6.1,"Validation","pH"
"16829",2302,8.91551171497788,5.61909617229018,7.267304,7.7,"Validation","pH"
"16834",2303,8.03530144100087,5.22931933994395,6.6323104,6.9,"Validation","pH"
"16841",2304,5.70148181435497,4.14228153708546,4.9218817,4.8,"Validation","pH"
"16846",2305,5.52992747584054,4.03002049168876,4.779974,4.5,"Validation","pH"
"16853",2306,5.03597273565553,3.77680382989623,4.4063883,4.7,"Validation","pH"
"16859",2307,6.15993555853723,4.35832635094763,5.259131,5.6,"Validation","pH"
"16864",2308,5.98975867205275,4.29785138196336,5.143805,4.9,"Validation","pH"
"16870",2309,7.00467820808976,4.73930124595076,5.8719897,6.4,"Validation","pH"
"16876",2310,5.67731865280003,4.14916984207302,4.9132442,4.6,"Validation","pH"
"16883",2311,6.09243450993144,4.33304251796163,5.2127385,4.9,"Validation","pH"
"16889",2312,5.66888087330634,4.1326404279632,4.9007607,5,"Validation","pH"
"16895",2313,6.26057124664065,4.40996193359617,5.3352666,5.1,"Validation","pH"
"16901",2314,7.76352116891689,5.08472063711339,6.424121,6.2,"Validation","pH"
"16906",2315,5.67824110750071,4.1363111996282,4.907276,5.4,"Validation","pH"
"16913",2316,6.64380186241517,4.59612352210631,5.6199627,5.65,"Validation","pH"
"16919",2317,7.0802613962948,4.80867273914221,5.944467,5.8,"Validation","pH"
"16924",2318,6.05414166083794,4.32467685112495,5.1894093,5.7,"Validation","pH"
"16931",2319,7.31958670058226,4.89429193100954,6.1069393,6.2,"Validation","pH"
"16937",2320,8.07008411934995,5.1895451302228,6.6298146,7,"Validation","pH"
"16943",2321,6.04429050434712,4.31336597453471,5.1788282,5.1,"Validation","pH"
"16949",2322,6.39785464674434,4.48971001237431,5.4437823,5.63,"Validation","pH"
"16955",2323,8.32153041401159,5.35072414836634,6.8361273,6.4,"Validation","pH"
"16961",2324,6.88505377331133,4.72293458423261,5.803994,6,"Validation","pH"
"16967",2325,7.26555753675577,4.81543039354208,6.040494,5.9,"Validation","pH"
"16973",2326,5.83150042759218,4.21263657344542,5.0220685,4.7,"Validation","pH"
"16978",2327,6.89040930267072,4.72451894287372,5.807464,5.88,"Validation","pH"
"16984",2328,5.8160732639464,4.21587291830458,5.015973,5.1,"Validation","pH"
"16991",2329,6.12746491528601,4.35785994433313,5.2426624,5.3,"Validation","pH"
"16997",2330,6.92110551905231,4.7361506073515,5.828628,5.9,"Validation","pH"
"17003",2331,5.89839183424789,4.25026310349625,5.0743275,5.3,"Validation","pH"
"17008",2332,6.27890367844245,4.40487031600335,5.341887,5.7,"Validation","pH"
"17015",2333,7.62544622669365,5.02101335277412,6.32323,6.4,"Validation","pH"
"17021",2334,6.13951004844639,4.36277876991298,5.2511444,5.31,"Validation","pH"
"17026",2335,5.20661524128913,3.86059590983392,4.5336056,4.8,"Validation","pH"
"17033",2336,6.82673382390761,4.68214393030381,5.754439,5.9,"Validation","pH"
"17039",2337,6.58861856620013,4.57142419655622,5.5800214,5.8,"Validation","pH"
"17045",2338,5.89723751028266,4.24396160165581,5.0705996,5,"Validation","pH"
"17051",2339,6.53925854536986,4.53992598679567,5.5395923,5.8,"Validation","pH"
"17057",2340,7.87010147178605,5.15586135780379,6.5129814,6.5,"Validation","pH"
"17063",2341,6.01914808965514,4.31276585840394,5.165957,5.2,"Validation","pH"
"17069",2342,4.85910061271709,3.66984340278584,4.264472,4.3,"Validation","pH"
"17075",2343,5.08756470213833,3.80935645569859,4.4484606,4.6,"Validation","pH"
"17080",2344,7.26187691370633,4.89164462407443,6.076761,6.6,"Validation","pH"
"17087",2345,7.41185221774463,4.94962563412305,6.180739,6.4,"Validation","pH"
"17092",2346,6.13351603484612,4.35400704407233,5.2437615,5,"Validation","pH"
"17099",2347,7.24998433062673,4.88926260998607,6.0696235,6.05,"Validation","pH"
"17105",2348,7.64147679670329,5.00351221696859,6.3224945,6.3,"Validation","pH"
"17111",2349,6.98437739392864,4.75817536333454,5.8712764,5.8,"Validation","pH"
"17117",2350,7.56171944956746,4.99916407246623,6.2804418,6.4,"Validation","pH"
"17122",2351,5.95969441657679,4.2842774080692,5.121986,5.2,"Validation","pH"
"17129",2352,6.28676923245242,4.41724936038205,5.3520093,5.5,"Validation","pH"
"17135",2353,5.84988264450992,4.22195287337338,5.0359178,5,"Validation","pH"
"17141",2354,5.92290038055711,4.2563226800508,5.0896115,5.1,"Validation","pH"
"17147",2355,8.35292198453123,5.36319873537844,6.8580604,6.79,"Validation","pH"
"17153",2356,7.52460971985953,5.03308185423715,6.278846,6.3,"Validation","pH"
"17158",2357,5.94229002453596,4.26413754962176,5.103214,4.9,"Validation","pH"
"17165",2358,7.68160550547856,5.06551725910884,6.3735614,6.2,"Validation","pH"
"17171",2359,5.74221410957497,4.17591390403587,4.959064,5.2,"Validation","pH"
"17177",2360,7.54881632166166,4.98282754583102,6.265822,6.1,"Validation","pH"
"17183",2361,10.5535977112516,6.3300959838168,8.441847,8.7,"Validation","pH"
"17189",2362,9.49393046026191,5.83096825952568,7.6624494,8.1,"Validation","pH"
"17195",2363,6.89899609572229,4.72763850205603,5.8133173,5.93,"Validation","pH"
"17201",2364,6.48787692165913,4.53073880099712,5.509308,5.5,"Validation","pH"
"17206",2365,6.56040808593124,4.55957940186172,5.5599937,5.55,"Validation","pH"
"17213",2366,5.78469366242521,4.21769815276034,5.001196,5.1,"Validation","pH"
"17218",2367,8.18984449845246,5.2308365013034,6.7103405,6.6,"Validation","pH"
"17225",2368,8.77055423283405,5.5500462768095,7.1603003,7.2,"Validation","pH"
"17230",2369,7.04710703501277,4.78501862874456,5.916063,6,"Validation","pH"
"17237",2370,6.93522399699087,4.73611789906626,5.835671,5.5,"Validation","pH"
"17243",2371,6.21431724154857,4.39173229611012,5.303025,5.3,"Validation","pH"
"17249",2372,6.04669941312005,4.31306277865241,5.179881,5.3,"Validation","pH"
"17254",2373,6.19278564325609,4.32845363744459,5.2606196,5.3,"Validation","pH"
"17260",2374,6.54597591557224,4.55769229731838,5.551834,5.7,"Validation","pH"
"17267",2375,7.78088424521687,5.09184600991008,6.436365,6.2,"Validation","pH"
"17273",2376,7.13926234136235,4.8392790328442,5.9892707,5.9,"Validation","pH"
"17278",2377,6.28302747637473,4.33600538342751,5.3095164,5.7,"Validation","pH"
"17285",2378,6.71394299856723,4.63681269296109,5.675378,5.6,"Validation","pH"
"17290",2379,8.56028280978582,5.42017354244807,6.990228,7.2,"Validation","pH"
"17296",2380,6.66098463071634,4.60247266756246,5.6317286,5.8,"Validation","pH"
"17302",2381,5.91218602632519,4.24932634855274,5.080756,5.4,"Validation","pH"
"17309",2382,5.43417572278351,4.0044934819284,4.7193346,4.6,"Validation","pH"
"17315",2383,6.61451836481143,4.5741107855792,5.5943146,5.8,"Validation","pH"
"17321",2384,5.87927324177792,4.23910444376895,5.059189,5.3,"Validation","pH"
"17327",2385,6.0793215254609,4.33943114482718,5.2093763,4.9,"Validation","pH"
"17333",2386,6.49848765630365,4.53742008905768,5.517954,5.4,"Validation","pH"
"17338",2387,6.70104097581218,4.59433294081379,5.647687,5.5,"Validation","pH"
"17345",2388,8.39517763038004,5.42092725853598,6.9080524,7.2,"Validation","pH"
"17351",2389,8.38749108802877,5.39329542625346,6.8903933,7.1,"Validation","pH"
"17357",2390,6.45490700346053,4.45636504548966,5.455636,5.2,"Validation","pH"
"17363",2391,6.53127953545252,4.53762057288488,5.53445,5.8,"Validation","pH"
"17368",2392,6.28393354978989,4.42841729554702,5.3561754,5.6,"Validation","pH"
"17375",2393,7.11184858374755,4.78949094719727,5.95067,5.9,"Validation","pH"
"17381",2394,7.46720235058503,4.92916376879974,6.198183,6.4,"Validation","pH"
"17386",2395,5.60304760208326,4.10511565933031,4.8540816,5,"Validation","pH"
"17393",2396,5.82052956427124,4.20770491754029,5.0141172,5.1,"Validation","pH"
"17398",2397,6.36565562041862,4.45275239197152,5.409204,5.7,"Validation","pH"
"17405",2398,6.30385626086729,4.44160520306093,5.3727307,5.2,"Validation","pH"
"17411",2399,11.6619745919906,6.77109654448398,9.216536,7.9,"Validation","pH"
"17417",2400,4.85178232769168,3.67239331622922,4.262088,3.8,"Validation","pH"
"17423",2401,6.55849401748755,4.56734235488794,5.562918,5.6,"Validation","pH"
"17429",2402,7.192000569273,4.85979634387397,6.0258985,5.9,"Validation","pH"
"17435",2403,6.0361534695068,4.31355604129642,5.1748548,5,"Validation","pH"
"17441",2404,8.20030185648048,5.242504387416,6.721403,6.6,"Validation","pH"
"17447",2405,8.54066188523914,5.39147560407971,6.9660687,7.7,"Validation","pH"
"17453",2406,7.12383602730877,4.79162265189045,5.9577293,6.2,"Validation","pH"
"17459",2407,9.63824897647847,5.9447225963975,7.791486,7.4,"Validation","pH"
"17465",2408,7.65114047022388,5.03981373815015,6.345477,6.4,"Validation","pH"
"17471",2409,5.95174635958289,4.27252255368615,5.1121345,5.3,"Validation","pH"
"17477",2410,8.50286395084133,5.41289990413914,6.957882,7.1,"Validation","pH"
"17483",2411,7.32344052067725,4.87293627985986,6.0981884,6,"Validation","pH"
"17489",2412,5.97877493789286,4.28373250076681,5.1312537,5.2,"Validation","pH"
"17492",2413,5.95124031964999,4.27510474260587,5.1131725,5.2,"Validation","pH"
"17495",2414,7.30340137611181,4.87016925682276,6.0867853,6.3,"Validation","pH"
"17498",2415,7.23744276207795,4.79863282996306,6.018038,5.1,"Validation","pH"
"17501",2416,6.89354433721078,4.72465977961051,5.809102,5.8,"Validation","pH"
"17503",2417,6.56177753595989,4.56571250768024,5.563745,5.9,"Validation","pH"
"17506",2418,6.72334611192658,4.62931883558318,5.6763325,5.6,"Validation","pH"
"17510",2419,5.50672714795434,4.05678374682105,4.7817554,4.8,"Validation","pH"
"17513",2420,4.65812718146583,3.56687320000389,4.1125,4.2,"Validation","pH"
"17516",2421,8.74198515794647,5.46391598798859,7.1029506,8.2,"Validation","pH"
"17518",2422,4.75868018269844,3.59442822336846,4.176554,4.1,"Validation","pH"
"17522",2423,7.50084657372509,4.98662977515186,6.243738,6.1,"Validation","pH"
"17525",2424,5.37870639787354,3.99248558058105,4.685596,4.6,"Validation","pH"
"17528",2425,6.43622139851842,4.50418158610072,5.4702015,5.6,"Validation","pH"
"17531",2426,6.32822515438533,4.34977624942326,5.3390007,4.7,"Validation","pH"
"17534",2427,6.98059610391014,4.763122997042,5.8718596,5.8,"Validation","pH"
"17536",2428,5.04850900659252,3.81721651068043,4.4328628,4.6,"Validation","pH"
"17540",2429,10.190829990013,6.11928010215014,8.155055,7.9,"Validation","pH"
"17543",2430,6.5751742413067,4.55606946444281,5.565622,5.8,"Validation","pH"
"17546",2431,9.55952773420018,5.80789055498439,7.683709,7.6,"Validation","pH"
"17549",2432,6.82968789866336,4.69593065449826,5.7628093,5.8,"Validation","pH"
"17552",2433,5.34857031621004,3.97573617182707,4.6621532,4.7,"Validation","pH"
"17555",2434,5.30043095360235,3.89139300574824,4.595912,4.6,"Validation","pH"
"17558",2435,5.74718027062168,4.16955633216152,4.9583683,5.1,"Validation","pH"
"17561",2436,5.94599864389451,4.25916435811965,5.1025815,5.1,"Validation","pH"
"17564",2437,6.9784094254297,4.72716651756346,5.852788,6.12,"Validation","pH"
"17567",2438,6.82927067406589,4.69545619360989,5.7623634,5.84,"Validation","pH"
"17569",2439,6.71463863089685,4.63930328652259,5.676971,5.67,"Validation","pH"
"17572",2440,5.81239395083559,4.20444412289488,5.008419,5.1,"Validation","pH"
"17575",2441,7.42440530592151,4.93952444261364,6.181965,6.23,"Validation","pH"
"17580",2442,10.3648014250253,6.19132421584388,8.278063,8.3,"Validation","pH"
"17582",2443,7.38870896123888,4.96148120141982,6.175095,6,"Validation","pH"
"17584",2444,5.70960680229778,4.16536554114704,4.937486,5.2,"Validation","pH"
"17587",2445,6.87769150254222,4.72459578993825,5.8011436,6.1,"Validation","pH"
"17591",2446,6.12391280932523,4.35100078778171,5.237457,6.3,"Validation","pH"
"17593",2447,6.86657962809891,4.67507972706467,5.7708297,6.4,"Validation","pH"
"17597",2448,5.74213393314179,4.18075673000518,4.9614453,5.4,"Validation","pH"
"17600",2449,6.14624807568125,4.3666532304711,5.2564507,5.3,"Validation","pH"
"17602",2450,6.27555391114048,4.4097240277023,5.342639,5.4,"Validation","pH"
"17606",2451,7.44798911320587,4.92985474360565,6.188922,6.3,"Validation","pH"
"17609",2452,10.0491832670671,6.09870682387528,8.073945,8,"Validation","pH"
"17612",2453,7.56671806560585,4.9981098534005,6.282414,5.7,"Validation","pH"
"17615",2454,6.14841785937819,4.36319789379563,5.255808,5.3,"Validation","pH"
"17618",2455,5.83056227848293,4.22440750911472,5.027485,5,"Validation","pH"
"17621",2456,6.8076774485561,4.65806847734722,5.732873,5.9,"Validation","pH"
"17623",2457,5.04044269664275,3.72672916309846,4.383586,4.5,"Validation","pH"
"17627",2458,5.37766333425927,3.99085740243507,4.6842604,4.8,"Validation","pH"
"17630",2459,6.23305060345995,4.3722121528877,5.3026314,5.8,"Validation","pH"
"17633",2460,6.32251643070227,4.43933869472498,5.3809276,5.3,"Validation","pH"
"17636",2461,6.32449962434817,4.43422458829832,5.379362,5.5,"Validation","pH"
"17638",2462,4.55893026765961,3.51012624326569,4.0345283,4,"Validation","pH"
"17642",2463,5.66314375669528,4.09972035615872,4.881432,5,"Validation","pH"
"17645",2464,6.08516128671197,4.3267316042182,5.2059464,4.9,"Validation","pH"
"17648",2465,6.23781153265891,4.40207723076882,5.3199444,5,"Validation","pH"
"17651",2466,6.23911889230048,4.40079085196221,5.319955,5.2,"Validation","pH"
"17654",2467,5.01583749098135,3.77712744432139,4.3964825,4.8,"Validation","pH"
"17657",2468,7.36452970722403,4.90831079265389,6.1364202,5.9,"Validation","pH"
"17660",2469,6.78308481989918,4.65314488591136,5.718115,5.8,"Validation","pH"
"17663",2470,6.28511145657339,4.42008015567026,5.352596,5.4,"Validation","pH"
"17666",2471,9.59907104434863,5.83833835659131,7.7187047,7.5,"Validation","pH"
"17669",2472,6.30499542837091,4.43413459177069,5.369565,5.2,"Validation","pH"
"17672",2473,6.27178959560346,4.41853709507037,5.3451633,5.1,"Validation","pH"
"17675",2474,6.85596326030113,4.70180556141518,5.7788844,5.9,"Validation","pH"
"17677",2475,6.3095655237109,4.44700433865483,5.378285,5.2,"Validation","pH"
"17681",2476,5.70553240447945,4.1530548605352,4.9292936,5,"Validation","pH"
"17684",2477,6.94971783627709,4.70984236727515,5.82978,5.9,"Validation","pH"
"17687",2478,7.15461244322086,4.83989916108822,5.997256,5.93,"Validation","pH"
"17689",2479,6.96235565050394,4.78563400403707,5.873995,5.8,"Validation","pH"
"17693",2480,9.77408754348757,5.96066320419309,7.8673754,8,"Validation","pH"
"17696",2481,6.00850987884944,4.30721544768865,5.1578627,5.3,"Validation","pH"
"17698",2482,5.17471388903712,3.85256501110936,4.5136395,4.6,"Validation","pH"
"17702",2483,6.79946632721433,4.60324268004885,5.7013545,5.6,"Validation","pH"
"17704",2484,7.42742550871427,4.94793498017733,6.1876802,6.1,"Validation","pH"
"17708",2485,6.84674935100482,4.70064444782331,5.773697,5.7,"Validation","pH"
"17710",2486,7.74597721585428,5.10049170962179,6.4232345,6.4,"Validation","pH"
"17714",2487,7.43186932424359,4.95790404459186,6.1948867,6.13,"Validation","pH"
"17716",2488,5.39132092151924,3.97659613933281,4.6839585,4.8,"Validation","pH"
"17720",2489,7.06353666728268,4.80268857533207,5.9331126,4.9,"Validation","pH"
"17722",2490,6.6616384720841,4.6040389800033,5.6328387,5.8,"Validation","pH"
"17726",2491,5.98563189903807,4.2856359918921,5.135634,5.1,"Validation","pH"
"17728",2492,6.29679013854395,4.43150614136327,5.364148,5.1,"Validation","pH"
"17732",2493,5.83247507515336,4.2256981044731,5.0290866,4.8,"Validation","pH"
"17735",2494,5.8796961241724,4.22625804605465,5.052977,5.4,"Validation","pH"
"17738",2495,6.4334797010491,4.49236735247873,5.4629235,5.2,"Validation","pH"
"17741",2496,6.94603451961345,4.71947661167317,5.8327556,6.1,"Validation","pH"
"17744",2497,7.82637094416501,5.11294771275638,6.4696593,6.61,"Validation","pH"
"17747",2498,7.4086962253447,4.94155783349319,6.175127,5.8,"Validation","pH"
"17750",2499,6.2367257257115,4.3963480810512,5.316537,5.1,"Validation","pH"
"17753",2500,5.85647690473125,4.24239909471944,5.049438,5.6,"Validation","pH"
"17756",2501,5.9727851766336,4.27911835730195,5.125952,4.9,"Validation","pH"
"17758",2502,4.87858219320519,3.70579414193886,4.292188,4.5,"Validation","pH"
"17762",2503,6.54844552710609,4.52600878045006,5.537227,5.5,"Validation","pH"
"17765",2504,7.61182597674498,5.04018112622133,6.3260036,6.3,"Validation","pH"
"17768",2505,7.18302006426725,4.8474889307889,6.0152545,6.2,"Validation","pH"
"17771",2506,8.00013924204696,5.14766978657852,6.5739045,6.4,"Validation","pH"
"17773",2507,5.66952118654972,4.13040461758847,4.899963,5,"Validation","pH"
"17777",2508,6.16362846683007,4.38003837276954,5.2718334,5.43,"Validation","pH"
"17779",2509,6.28717457821183,4.4353500647325,5.3612623,5.4,"Validation","pH"
"17783",2510,6.41922081690505,4.47869406956956,5.4489574,5.4,"Validation","pH"
"17785",2511,6.99797104226526,4.77589275015418,5.886932,5.94,"Validation","pH"
"17788",2512,6.69745487138565,4.59459549024765,5.646025,5.6,"Validation","pH"
"17792",2513,7.51496684978927,4.75427734424149,6.134622,5.6,"Validation","pH"
"17795",2514,5.96838601052194,4.28114192069144,5.124764,4.9,"Validation","pH"
"17798",2515,6.93918920784208,4.73502801627901,5.8371086,5.6,"Validation","pH"
"17801",2516,8.06295469093232,5.2480118007669,6.6554832,5.6,"Validation","pH"
"17804",2517,5.17331488300341,3.82875459026319,4.5010347,4.5,"Validation","pH"
"17807",2518,6.36022752375109,4.45412451177137,5.407176,5.1,"Validation","pH"
"17809",2519,6.78391608726932,4.66492405402707,5.72442,5.8,"Validation","pH"
"17813",2520,6.19379746040578,4.38330806174998,5.2885528,5.7,"Validation","pH"
"17815",2521,5.81652330583827,4.21065831952794,5.013591,5,"Validation","pH"
"17819",2522,6.04699872913051,4.31400610027622,5.1805024,4.5,"Validation","pH"
"17822",2523,6.60218394783355,4.57579361411713,5.588989,5.6,"Validation","pH"
"17824",2524,7.67799484773034,5.08616816954261,6.3820815,6.7,"Validation","pH"
"17828",2525,6.034250332695,4.30716316522981,5.1707067,5.3,"Validation","pH"
"17830",2526,5.42431587595838,3.97889190297229,4.701604,5,"Validation","pH"
"17833",2527,5.03341364481362,3.75949120900718,4.3964524,4.4,"Validation","pH"
"17837",2528,5.69964223222663,4.15073485059808,4.9251885,5.1,"Validation","pH"
"17840",2529,6.73270755088366,4.6493992301222,5.6910534,5.83,"Validation","pH"
"17842",2530,7.57716555400134,5.00197224812268,6.289569,6.21,"Validation","pH"
"17846",2531,6.93736966090255,4.73675887150711,5.8370643,5.8,"Validation","pH"
"17848",2532,6.51694958912522,4.48611838115066,5.501534,5.5,"Validation","pH"
"17852",2533,7.59773357141363,5.01024906408442,6.3039913,5.8,"Validation","pH"
"17855",2534,7.18250227436503,4.85818147197286,6.020342,6.04,"Validation","pH"
"17857",2535,6.25988160019791,4.42646731490219,5.3431745,5.4,"Validation","pH"
"17861",2536,7.01590153032707,4.77426341718269,5.8950825,5.7,"Validation","pH"
"17863",2537,8.01687016558246,5.21237406659527,6.614622,6.9,"Validation","pH"
"17867",2538,6.81335400725886,4.67389727447942,5.7436256,5.5,"Validation","pH"
"17870",2539,8.07858772657098,5.27379493334113,6.6761913,6.7,"Validation","pH"
"17873",2540,5.22147488904584,3.91471361803423,4.5680943,5,"Validation","pH"
"17875",2541,4.73013877758114,3.59794235340031,4.1640406,4.3,"Validation","pH"
"17878",2542,6.3817915756181,4.45242454224078,5.417108,5.2,"Validation","pH"
"17881",2543,6.54624847630158,4.55167003413544,5.5489593,5.4,"Validation","pH"
"17884",2544,5.47852160783193,4.02062294630625,4.7495723,5.1,"Validation","pH"
"17888",2545,6.44904678911254,4.47803431898072,5.4635406,5.4,"Validation","pH"
"17890",2546,7.14065997345991,4.7925275112813,5.9665937,6.13,"Validation","pH"
"17893",2547,4.92501161325891,3.69361116658728,4.3093114,4.3,"Validation","pH"
"17896",2548,6.1400215534894,4.33560348465757,5.2378125,5,"Validation","pH"
"17899",2549,7.43465066006523,4.95285296389717,6.193752,6.3,"Validation","pH"
"17903",2550,11.3944756998771,6.61505150654376,9.004764,9.3,"Validation","pH"
"17906",2551,6.04650548029689,4.31333491276951,5.17992,5,"Validation","pH"
"17909",2552,7.87248824604311,5.10920597545347,6.490847,6.5,"Validation","pH"
"17912",2553,6.75359316463108,4.63932351475124,5.6964583,5.8,"Validation","pH"
"17914",2554,7.58368490124079,5.03410055255559,6.3088927,5.8,"Validation","pH"
"17918",2555,7.77075746909464,5.0975544129244,6.434156,6.5,"Validation","pH"
"17921",2556,6.02795609923673,4.31706991699862,5.172513,5,"Validation","pH"
"17924",2557,6.31412708743394,4.43064486996352,5.372386,5.5,"Validation","pH"
"17927",2558,7.65186310839185,5.06216429639331,6.3570137,6.4,"Validation","pH"
"17930",2559,7.40389181595042,4.9321982719402,6.168045,6.32,"Validation","pH"
"17932",2560,6.69154275226461,4.60634504985941,5.648944,5.5,"Validation","pH"
"17936",2561,7.63798297806828,5.00616584853084,6.3220744,6.3,"Validation","pH"
"17939",2562,6.97966545680796,4.75035125156607,5.8650084,6,"Validation","pH"
"17942",2563,5.58780600938082,4.09155533400297,4.8396807,4.9,"Validation","pH"
"17944",2564,5.38733834397456,3.99839812147954,4.692868,5.1,"Validation","pH"
"17947",2565,6.40835838906604,4.49611396200817,5.452236,5.7,"Validation","pH"
"17950",2566,5.1372361589074,3.83769746536018,4.487467,4.5,"Validation","pH"
"17953",2567,7.51555190693599,4.99453605998296,6.255044,6.4,"Validation","pH"
"17957",2568,6.23478551072487,4.40428404646508,5.319535,5.4,"Validation","pH"
"17960",2569,6.56490547846329,4.5497881631993,5.557347,5.7,"Validation","pH"
"17963",2570,6.10511058286914,4.32088524385205,5.212998,5.2,"Validation","pH"
"17966",2571,5.97659738401254,4.27926199098746,5.1279297,5.3,"Validation","pH"
"17968",2572,5.81725500675354,4.18121053127137,4.999233,4.9,"Validation","pH"
"17972",2573,6.9030769306771,4.7235271495231,5.813302,5.87,"Validation","pH"
"17975",2574,5.98009310754485,4.28739346472078,5.1337433,5.2,"Validation","pH"
"17978",2575,7.35549036278499,4.9192603467487,6.1373754,6.5,"Validation","pH"
"17981",2576,5.52916616084905,4.06951147434382,4.799339,4.9,"Validation","pH"
"17984",2577,5.81477678515892,4.20653688213844,5.010657,5,"Validation","pH"
"17986",2578,6.21129008187147,4.39372090445665,5.3025055,5.2,"Validation","pH"
"17989",2579,7.24652391356156,4.88566202241256,6.066093,5.5,"Validation","pH"
"17993",2580,6.71442733058027,4.63017811528154,5.6723027,5.7,"Validation","pH"
"17995",2581,6.47243104166464,4.51631655507608,5.494374,5.6,"Validation","pH"
"17999",2582,7.60026083165028,5.02492132014416,6.312591,6.1,"Validation","pH"
"18002",2583,5.99493882295175,4.24409392240957,5.1195164,5.3,"Validation","pH"
"18005",2584,6.24732739854522,4.40605967115693,5.3266935,5.3,"Validation","pH"
"18008",2585,6.98736718822936,4.76998850177309,5.878678,5.94,"Validation","pH"
"18011",2586,6.7127493761383,4.61086379067078,5.6618066,5.6,"Validation","pH"
"18014",2587,7.26599972356233,4.87776954065886,6.0718846,6,"Validation","pH"
"18017",2588,9.8972099367536,6.0090400632464,7.953125,8.2,"Validation","pH"
"18020",2589,7.56915024069616,5.02359267922571,6.2963715,6,"Validation","pH"
"18023",2590,7.71136336237064,5.00375409215817,6.3575587,6,"Validation","pH"
"18026",2591,8.09753862647543,5.24419816704263,6.6708684,5.8,"Validation","pH"
"18029",2592,6.72169893640081,4.63833123785456,5.680015,5.9,"Validation","pH"
"18031",2593,4.01833719515519,3.16639476514144,3.592366,3.9,"Validation","pH"
"18034",2594,6.05939355447577,4.3300031130047,5.1946983,5.4,"Validation","pH"
"18038",2595,4.73553400490053,3.58004922416441,4.1577916,4.1,"Validation","pH"
"18040",2596,6.29403252318856,4.42627101227287,5.360152,5.6,"Validation","pH"
"18044",2597,5.52726182752802,4.04102029985235,4.784141,4.8,"Validation","pH"
"18046",2598,4.06175514044225,3.17322353540004,3.6174893,3.7,"Validation","pH"
"18050",2599,8.01521959200699,5.18213377103012,6.5986767,6.7,"Validation","pH"
"18052",2600,8.00613712323617,5.19905448900748,6.602596,6.7,"Validation","pH"
"18056",2601,7.81276380507411,5.10614526780187,6.4594545,6.6,"Validation","pH"
"18058",2602,6.60059086337561,4.5208004330111,5.5606956,5.7,"Validation","pH"
"18061",2603,5.71860688888818,4.170430243375,4.9445186,5,"Validation","pH"
"18065",2604,6.82328646496791,4.68651730700474,5.754902,6.1,"Validation","pH"
"18067",2605,4.9705522385817,3.71226903522201,4.3414106,4.3,"Validation","pH"
"18071",2606,6.46901807333303,4.50679293130564,5.4879055,5.4,"Validation","pH"
"18074",2607,6.55015945098063,4.55146408417562,5.550812,5.6,"Validation","pH"
"18077",2608,8.93221560063561,5.62821683344642,7.280216,7.8,"Validation","pH"
"18080",2609,5.66658291306624,4.13937869582048,4.902981,4.6,"Validation","pH"
